u,v,landuse_count
8084809,4977773787,1
8084810,16495087,1
8084810,16495095,1
8084810,291222073,1
8084811,2632159325,1
8084812,291222063,1
8084812,291222073,1
8084812,1620320070,1
8084813,8084815,1
8084813,1369086103,1
8084813,4712175328,1
8084813,5450247691,1
8084814,104731789,1
8084814,291221690,1
8084814,5450247682,1
8084814,5450247691,1
8084815,8327477,1
8084815,4712175280,1
8084816,8461305,1
8084816,5450247682,1
8084816,5450247694,1
8084817,5443908720,1
8084817,5443908827,1
8084817,5450247690,1
8084920,8084921,1
8084920,1368467377,1
8084921,8084920,1
8084921,8084923,1
8084921,291421100,1
8084923,8084921,1
8084923,8327478,1
8084923,4895451169,1
8084923,6985392430,1
8084929,3605963242,1
8084930,4716608955,1
8084941,8084942,1
8084941,1620260601,1
8084942,698671,1
8084942,8084941,1
8084942,899199399,1
8084942,1183182388,1
8084946,9455803918,1
8084948,11062541,1
8084948,475576905,1
8084948,9455803918,1
8084954,5268708129,1
8084962,3770343005,1
8084962,8488330091,1
8084962,8488806546,1
8084970,4514061542,1
8084971,4514061516,1
8084971,4514061517,1
8084971,5904088892,1
8084972,4514061517,1
8084972,4514061523,1
8084972,4514061541,1
8084975,284147002,1
8084975,3180509124,1
8084975,6118290092,1
8084977,3180508470,1
8084977,3998863473,1
8084977,8488330091,1
8084982,8084983,1
8084982,1622443346,1
8084983,8084982,1
8084983,3180509263,1
8084989,8084991,1
8084989,9370103436,1
8084991,8084989,1
8084991,8084992,1
8084991,271440750,1
8084991,271440909,1
8084992,8084991,1
8084992,271440709,1
8084992,271441078,1
8084992,8526376060,1
8084994,8084998,1
8084994,24973634,1
8084998,8084994,1
8085012,6121514191,1
8085013,1660766248,1
8085013,3187560137,1
8085014,3188608815,1
8085016,278742662,1
8085026,4968541959,1
8085026,9851999308,1
8085027,9851999302,1
8085028,6527628,1
8085028,8084807,1
8085028,8085029,1
8085029,8085028,1
8085578,8327469,1
8085578,18164010,1
8085578,429842877,1
8085580,3380301276,1
8085582,8085586,1
8085582,1368467377,1
8085582,3380301266,1
8085583,3380301263,1
8085584,3380301266,1
8085584,3605945638,1
8085585,8085591,1
8085585,3605945634,1
8085586,8085582,1
8085586,3380301270,1
8085591,8085585,1
8085591,3380301252,1
8085591,3380301261,1
8085591,3380301403,1
8085597,8085600,1
8085597,31466600,1
8085597,4344879634,1
8085598,4344879634,1
8085600,8085597,1
8085600,8085601,1
8085600,8909829,1
8085600,4344879636,1
8085601,8085600,1
8085601,8085602,1
8085601,8085605,1
8085602,8085601,1
8085602,8085603,1
8085602,8912846,1
8085603,8085602,1
8085605,8085601,1
8085615,8085616,1
8085615,8085617,1
8085615,25246950,1
8085616,8085615,1
8085616,1374739798,1
8085616,2983242401,1
8085617,7735674,1
8085617,8085615,1
8085617,1374739798,1
8085743,152896918,1
8085743,4964730229,1
8086006,7224421,1
8086006,8086007,1
8086006,25246948,1
8086007,8086006,1
8086007,8086015,1
8086013,7735673,1
8086013,25246947,1
8086013,429842877,1
8086014,8086015,1
8086014,25246947,1
8086014,25246948,1
8086014,2983242406,1
8086015,8086007,1
8086015,8086014,1
8086015,2983242410,1
8086159,1585523043,1
8086159,9006256536,1
8086160,2190257445,1
8086160,8952135286,1
8086160,8952135291,1
8086160,9197803738,1
8086162,20917717,1
8086162,7005951311,1
8086162,8851162095,1
8086162,8936124338,1
8086163,20917714,1
8086163,8321836226,1
8086163,10247185660,1
8086163,10247185664,1
8086164,3185019793,1
8086164,3185019794,1
8086164,3185019797,1
8086166,18090361,1
8086166,18090362,1
8086166,18090363,1
8086166,2050031384,1
8086168,30569137,1
8086168,3185019797,1
8086170,793294,1
8086170,8140228,1
8086170,8140231,1
8086170,4731304530,1
8086171,8086173,1
8086171,4494556203,1
8086171,9452645843,1
8086173,8086171,1
8086173,18090355,1
8086173,18090394,1
8086173,21763353,1
8086174,8086175,1
8086174,18090355,1
8086174,18090387,1
8086174,346390410,1
8086175,8086174,1
8086175,8086176,1
8086175,976184130,1
8086175,3359194236,1
8086176,8086175,1
8086176,7419823983,1
8086177,18090366,1
8086177,18090368,1
8086177,9171711978,1
8086180,721514737,1
8086412,8086413,1
8086412,8575815752,1
8086413,8086412,1
8086413,8086414,1
8086413,3920514967,1
8086414,8086413,1
8086414,8088632,1
8086414,5298340093,1
8086414,8729223354,1
8086415,7726656,1
8086415,8086416,1
8086415,1569541508,1
8086416,8086415,1
8086416,1569541441,1
8086416,9955289015,1
8086418,1569541289,1
8086419,603887938,1
8086420,8086423,1
8086421,603887938,1
8086421,1569541071,1
8086421,4269774642,1
8086421,6805490287,1
8086422,8086423,1
8086423,8086420,1
8086423,8086422,1
8086423,1569541071,1
8086424,8086427,1
8086424,1579531422,1
8086424,6805490287,1
8086425,8086426,1
8086425,1569541071,1
8086426,5275812468,1
8086426,5275812484,1
8086427,8086424,1
8086427,5275812469,1
8086427,5275812490,1
8086432,5275812469,1
8086432,5275812489,1
8086432,8796321073,1
8086433,4040312239,1
8086433,4040333812,1
8086433,5275812489,2
8086440,8086444,1
8086441,4964730223,1
8086444,8086440,1
8086444,30891703,1
8086444,4738029055,1
8086626,8086630,1
8086626,475578725,1
8086626,3623357788,1
8086627,6504019,1
8086627,8086629,1
8086627,8541217,1
8086629,8086627,1
8086630,8086626,1
8086630,8086631,1
8086630,102941811,1
8086631,8086630,1
8086631,8441650293,1
8086632,8086631,1
8086632,8691876301,2
8086634,8086632,1
8086634,8086646,1
8086634,102941811,1
8086638,8099328,1
8086638,2680820809,1
8086638,4900397051,1
8086639,2680820796,1
8086639,2680820801,1
8086639,8187549309,1
8086641,8086646,1
8086641,4900397053,1
8086641,8187549305,1
8086642,8086647,1
8086642,3628931403,1
8086642,10043647155,1
8086643,8086649,1
8086643,8099332,1
8086643,297968754,1
8086646,8086634,1
8086646,8086641,1
8086646,5298319261,1
8086647,8086642,1
8086647,8097285,1
8086647,5298319261,1
8086649,8086643,1
8086649,8086650,1
8086649,297968840,1
8086650,8086649,1
8086650,8099333,1
8086650,1076671549,1
8086651,8086652,1
8086651,1076671549,1
8086651,10858077079,1
8086652,8086651,1
8086652,297968840,1
8086652,9259328826,1
8086653,8547298,1
8086653,1029561269,1
8086653,1626975680,1
8086653,5297516312,1
8086658,366513076,1
8086658,445515600,1
8086658,445522199,1
8086659,8547291,1
8086659,8547297,1
8086659,5297516312,1
8086659,5297638262,1
8086660,8546303,1
8086660,8547294,1
8086661,7224390,1
8086662,10050042194,1
8086665,1735292203,1
8086665,5476755752,1
8086665,5476984512,1
8086668,31471984,1
8086668,314464704,1
8086668,1735306917,1
8086669,17207387,1
8086669,18088977,1
8086669,5476755752,1
8086670,17207394,1
8086670,18088971,1
8086670,4741417825,1
8086671,1619442469,1
8086671,6985968283,1
8086672,8086671,1
8086672,18023286,1
8086672,1619442461,1
8086673,16495088,1
8086673,16495097,1
8086673,26673085,1
8086677,4696404766,1
8086678,4696404724,1
8087163,7434184311,1
8087163,7434184323,1
8087164,7434184312,1
8087164,7434184323,1
8087175,5140938587,1
8087182,7663286,1
8087182,5140938587,1
8087186,1060105714,1
8087186,1369294121,1
8087192,8087193,1
8087193,8087192,1
8087193,25962594,1
8087193,4020234483,1
8087193,4020236690,1
8087194,4020234483,2
8087194,10018841929,1
8087196,25962594,1
8087196,4020236693,1
8087196,4020236701,1
8087196,10018841936,1
8087197,8087199,1
8087197,25962597,1
8087197,4020236701,1
8087197,10018841936,1
8087199,8087197,1
8087199,8087201,1
8087199,1458518917,1
8087201,8087199,1
8087211,25962597,1
8087212,25962596,1
8087216,8087230,1
8087218,8087237,1
8087220,8087240,1
8087222,8087243,1
8087224,8088494,1
8087225,8088492,1
8087226,8088493,1
8087229,8087231,1
8087231,8087232,1
8087231,298870647,1
8087232,8087233,1
8087232,298870646,1
8087233,8087232,1
8087233,8087234,1
8087233,298870644,1
8087236,8087217,1
8087239,8087219,1
8087240,8087220,1
8087242,8087221,1
8087253,8087223,1
8087255,9338171556,1
8088034,296363322,1
8088035,298795952,1
8088036,4878672033,1
8088038,7320545786,1
8088492,8087225,1
8088492,298795933,1
8088492,298795952,1
8088493,298795952,1
8088493,7425617837,1
8088494,298795933,1
8088494,9338171556,1
8088496,3089139921,1
8088496,7425617837,1
8088587,4723964785,1
8088587,4725812249,1
8088587,7740735187,1
8088589,4725812058,1
8088589,7740735189,1
8088612,4176408928,1
8088612,4176408929,1
8088612,5559505310,1
8088613,2584405852,1
8088614,1504067898,1
8088614,3938259513,1
8088614,5546555148,1
8088614,5546555153,1
8088616,2701598285,1
8088620,1029584068,1
8088632,8086414,1
8089127,8089128,1
8089127,8089134,1
8089127,8089614,1
8089127,298748865,1
8089128,7493353,1
8089128,8089127,1
8089128,1623822302,1
8089129,8089125,1
8089129,8089128,1
8089131,8089129,1
8089131,8089134,1
8089131,296199204,1
8089132,8089134,1
8089132,8089136,1
8089132,2913488785,1
8089134,8089127,1
8089134,8089131,1
8089134,8089132,1
8089135,8089140,1
8089135,2913488786,1
8089136,8089132,1
8089136,2119882507,1
8089136,2913488786,1
8089137,8089140,1
8089137,2119882507,1
8089137,10210552995,1
8089138,8089139,1
8089138,8089158,1
8089138,10210552995,1
8089139,8089138,1
8089139,8089140,1
8089139,8089155,1
8089139,8089609,1
8089140,8089135,1
8089140,8089137,1
8089140,8089139,1
8089140,8089611,1
8089141,7487095,1
8089141,8089155,1
8089141,8089616,1
8089141,8089618,1
8089143,8089618,1
8089143,7372303149,1
8089143,8361075800,1
8089155,8089139,1
8089155,8089141,1
8089155,8089156,1
8089155,8089615,1
8089156,7487095,1
8089156,8089155,1
8089156,4553099166,1
8089157,8089209,1
8089157,308212264,1
8089157,4200080314,1
8089157,4878079239,1
8089158,8089138,1
8089158,8089159,1
8089158,4553099166,1
8089159,8089158,1
8089159,8089273,1
8089159,5303113370,1
8089159,10004663170,1
8089160,8089396,1
8089160,2119882491,1
8089160,9949466847,1
8089162,4287998380,1
8089162,8571002835,1
8089162,10005340541,1
8089209,8089157,1
8089209,8089263,1
8089209,296199140,1
8089209,10081714480,1
8089219,8089220,1
8089219,8089226,1
8089219,296199140,1
8089220,8089219,1
8089220,8089227,1
8089220,8089665,1
8089224,7025770317,1
8089224,7375071339,1
8089224,11019943010,1
8089226,8089219,1
8089226,8089227,1
8089226,294222476,1
8089227,8089220,1
8089227,8089226,1
8089227,8089228,1
8089228,8089227,1
8089228,296199152,1
8089228,9789333814,1
8089229,92871600,1
8089229,1623964479,1
8089229,9597946518,1
8089229,9597946531,1
8089263,7487096,1
8089263,8082316,1
8089263,8089209,1
8089266,4878079239,1
8089266,8571002839,1
8089266,10004663170,1
8089267,8599783970,1
8089269,9949466827,1
8089269,9954881854,1
8089269,10036727111,1
8089270,9949466847,1
8089270,9949466855,1
8089271,5759484697,1
8089271,9949466827,1
8089271,9954881861,1
8089272,8089273,1
8089272,5759484697,1
8089272,7323741264,1
8089273,8089159,1
8089273,8089272,1
8089273,10036727111,1
8089396,8089160,1
8089396,8089397,1
8089396,8571002835,1
8089397,8089396,1
8089397,2119882491,1
8089397,8570098546,1
8089399,8570098556,1
8089399,9949466837,1
8089399,9949466838,1
8089399,9949466841,1
8089401,4200057995,1
8089401,4200058001,1
8089401,5333603262,1
8089402,5319150008,1
8089402,9607479996,1
8089402,9954881868,1
8089403,1458716963,1
8089601,8089610,1
8089601,1080519958,1
8089601,5282668145,1
8089602,1347219084,1
8089602,2119882529,1
8089602,9958193047,1
8089609,8089611,1
8089609,2119882529,1
8089610,8089601,1
8089610,8089614,1
8089610,1623822302,1
8089611,8089140,1
8089611,8089609,1
8089611,8089612,1
8089612,8089611,1
8089612,8089613,1
8089612,2913488787,1
8089613,8089612,1
8089613,8089614,1
8089613,2913488784,1
8089614,8089127,1
8089614,8089610,1
8089614,8089613,1
8089615,8089155,1
8089615,1347219084,1
8089615,1347271038,1
8089616,8089141,1
8089616,8089617,1
8089616,1347271038,1
8089617,8089616,1
8089617,8089618,1
8089617,268101411,1
8089618,8089141,1
8089618,8089143,1
8089618,8089617,1
8089658,8089659,1
8089658,3717392910,1
8089658,3717392914,1
8089659,8089658,1
8089659,4895322151,1
8089659,9691999948,1
8089665,8089220,1
8089665,1337353172,1
8089665,2119882487,1
8091675,24840259,1
8091675,721514743,1
8091686,8096077,1
8091687,8096105,1
8091687,3844231189,1
8091687,7174483189,1
8091687,7174483191,1
8091688,8096106,1
8091688,2013069525,1
8091688,7174473079,1
8091688,7174483190,1
8091689,8096076,1
8091689,5837954931,1
8091692,2583448522,1
8091693,2583448515,1
8091694,2583448510,1
8091695,8096062,1
8091696,8096061,1
8091697,9806499346,1
8091699,3353502819,1
8091699,5826882427,1
8091701,9645439894,1
8091702,1579639581,1
8091704,1579639483,1
8091706,8091713,1
8091706,1579639528,1
8091706,1579639546,1
8091706,1579639627,1
8091707,8091712,1
8091707,1579639435,1
8091707,1579639445,1
8091707,1579639446,1
8091708,8091711,1
8091708,1579639510,1
8091708,1579639544,1
8091709,303114206,1
8091709,303114207,1
8091709,8394056201,1
8091710,1579639498,1
8091711,8091708,1
8091711,1579639524,1
8091711,9645439906,1
8091712,8091707,1
8091712,1579639448,1
8091712,1579639509,1
8091713,8091706,1
8091713,1579639556,1
8091713,4922737474,1
8096060,8096062,1
8096061,1660766312,1
8096061,4700170887,1
8096062,8091695,1
8096062,8096060,1
8096062,4700170870,1
8096076,8091689,1
8096076,8096077,1
8096076,8096078,1
8096077,8091686,1
8096077,8096076,1
8096077,8096079,1
8096078,8096076,1
8096078,8096079,1
8096078,8096081,1
8096079,8096077,1
8096079,8096078,1
8096079,8096080,1
8096080,8096079,1
8096080,8096081,1
8096080,8096083,1
8096081,8096078,1
8096081,8096080,1
8096081,403829815,1
8096082,8096085,1
8096082,403829815,1
8096082,1579639640,1
8096083,8096080,1
8096083,336345070,1
8096083,403829815,1
8096084,8096085,1
8096085,8096082,1
8096085,8096084,1
8096085,1623889069,1
8096086,8096087,1
8096087,8096086,1
8096087,8096088,1
8096087,1623889069,1
8096088,8096087,1
8096088,8096089,1
8096088,1246218094,1
8096089,8096088,1
8096090,8096091,1
8096090,8096093,1
8096090,1246218094,1
8096091,8096090,1
8096093,8096090,1
8096093,8096094,1
8096093,403828341,1
8096094,8096093,1
8096094,8096095,1
8096094,1311853936,1
8096095,8096094,1
8096098,8096099,1
8096098,8096101,1
8096098,18176443,1
8096099,8096098,1
8096099,8096100,1
8096100,8096099,1
8096100,8096101,1
8096100,8096104,1
8096101,8096098,1
8096101,8096100,1
8096101,8096103,1
8096103,8096101,1
8096103,8096104,1
8096103,8096106,1
8096104,8096100,1
8096104,8096103,1
8096104,8096105,1
8096105,8091687,1
8096105,8096104,1
8096105,8096106,1
8096106,8091688,1
8096106,8096103,1
8096106,8096105,1
8096106,1607361313,1
8096857,291421100,1
8096858,291421100,1
8096858,6985392430,1
8096859,8085589,1
8096859,8096863,1
8096859,1368467377,1
8096859,3380301403,1
8096863,8096859,1
8096863,460464618,1
8096863,4716608955,1
8096896,7459414,1
8096896,16495111,1
8097232,8097233,1
8097232,8097283,1
8097232,8097284,1
8097232,9067467683,1
8097233,6504024,1
8097233,8097232,1
8097233,8097282,1
8097233,9067467684,1
8097235,619883064,1
8097235,9067467681,1
8097235,9067467683,1
8097236,8217180,1
8097236,8217181,1
8097236,7199832086,1
8097236,7199832088,1
8097240,8097301,1
8097240,8097302,1
8097241,7726643,1
8097241,8321015,1
8097241,279448850,1
8097253,8324096,1
8097258,25284378,1
8097280,11062540,1
8097281,8097282,1
8097281,11062538,1
8097281,1568601459,1
8097282,8097233,1
8097282,8097281,1
8097282,8097283,1
8097283,8097232,1
8097283,8097282,1
8097283,1491269358,1
8097284,8097232,1
8097284,8097285,1
8097284,8097286,1
8097285,8086647,1
8097285,8097284,1
8097285,1491269358,1
8097286,8097284,1
8097286,8097288,1
8097286,281180883,1
8097288,8097286,1
8097289,8097292,1
8097289,8097293,1
8097289,2760235822,1
8097290,1569660570,1
8097291,8097296,1
8097292,8097289,1
8097292,288387788,1
8097293,8097289,1
8097293,475575819,1
8097293,1626977248,1
8097294,5303210777,1
8097295,288387922,1
8097295,1569660570,1
8097295,5471547407,1
8097296,8097291,1
8097296,5479233593,1
8097296,8989649365,1
8097298,4017618906,1
8097298,8729223354,1
8097299,4017618906,1
8097300,297975763,1
8097300,5298340088,1
8097300,5298340092,1
8097301,7224389,1
8097301,8097240,1
8097302,8097240,1
8097302,279448850,1
8099301,299498598,1
8099301,435681911,1
8099301,4624962058,1
8099302,9087861513,1
8099305,8899946,1
8099305,4945414572,1
8099320,478795140,1
8099321,4620769368,1
8099322,257798865,1
8099324,3627937198,1
8099328,8086638,1
8099329,8099331,1
8099329,2680820789,1
8099329,8655008381,1
8099331,8099329,1
8099331,8099333,1
8099331,5460315946,1
8099332,8086643,1
8099332,8099333,1
8099332,10043647155,1
8099333,8086650,1
8099333,8099331,1
8099333,8099332,1
8118505,1896349326,1
8118526,2680820792,1
8118526,2680820793,1
8118526,7682540464,1
8120060,6513086918,1
8120060,6513086922,1
8120061,8468150,1
8120061,422959046,1
8120061,1597538223,1
8120061,10741249747,2
8120063,8226665,1
8120063,920233689,1
8120063,7056567227,1
8120880,8120881,1
8120881,8084565,1
8120881,6496142672,1
8120882,529793673,1
8120883,7741036,1
8120884,8120885,1
8120884,8120887,1
8120884,26634906,1
8120885,8120884,1
8120885,8120886,1
8120885,300633924,1
8120886,6503260,1
8120886,8120885,1
8120886,258542937,1
8120886,300633922,1
8120887,8120884,1
8120887,7427909260,2
8120887,10974061558,1
8120888,20850967,1
8120888,291763570,1
8120888,7427909260,1
8121553,4971588098,1
8121557,1696110329,1
8121558,8121559,1
8121558,8121710,1
8121558,8121714,1
8121559,8121558,1
8121559,8121713,1
8121560,8121562,1
8121561,8121562,1
8121562,8121563,1
8121562,8121565,1
8121563,576724,1
8121563,8121556,1
8121565,8121564,1
8121565,8121570,1
8121567,8121563,1
8121567,8121565,1
8121568,8121567,1
8121568,8655801916,1
8121569,8121570,1
8121570,8121571,1
8121570,8121574,1
8121571,8121567,1
8121571,8121570,1
8121571,8121572,1
8121574,8121573,1
8121574,8121709,1
8121575,8121571,1
8121575,8121574,1
8121576,8121575,1
8121708,1733305707,1
8121709,8121559,1
8121709,1733305707,1
8121709,3396251156,1
8121710,8121575,1
8121710,8121711,1
8121710,3396251156,1
8121711,8121710,1
8121712,8121713,1
8121713,8121559,1
8121713,8121712,1
8121713,533577059,1
8121714,8121558,1
8121714,1696110329,1
8121714,4693958429,1
8122136,8122146,1
8122136,18165930,1
8122136,278390304,1
8122137,8122138,1
8122137,323206289,1
8122137,10280614038,1
8122138,8122137,1
8122138,8122146,1
8122138,1043107230,1
8122139,321716703,1
8122139,1887883425,1
8122139,9803884442,1
8122140,8122141,1
8122140,8122145,1
8122140,8122149,1
8122140,1043107314,1
8122141,8122140,1
8122141,321716988,1
8122141,323206289,1
8122141,5691359581,1
8122142,10280614028,1
8122142,10280614031,1
8122143,321716898,1
8122144,321716988,1
8122144,1776959802,1
8122145,8122140,1
8122145,8122148,1
8122145,1776959802,1
8122146,8122136,1
8122146,8122138,1
8122146,1648331652,1
8122147,1648272977,1
8122147,1648273004,1
8122147,1648331629,1
8122148,8122145,1
8122148,321716703,1
8122148,1648295974,1
8122149,8122140,1
8122149,1648273004,1
8122149,1648331652,1
8122150,792849,1
8122150,343921663,1
8122150,1042960548,2
8140222,793277,1
8140222,8140223,1
8140222,8109952240,1
8140222,9452645828,1
8140223,8140222,1
8140223,5949885273,1
8140223,9452645841,1
8140223,9452645843,1
8140224,3452865935,1
8140225,10127659558,1
8140226,8140227,1
8140226,3296230854,1
8140226,4494556199,1
