u,v,roads_p_count
7493382,7493379,3
7493382,7493380,3
7493382,296206823,4
7493384,7636537,3
7493384,8436186961,3
7493385,747675735,7
7493385,1629913397,5
7493385,8436186960,5
7493393,7493380,3
7493393,5015352678,3
7493396,7493379,4
7493396,7625717,6
7493396,7636536,4
7493396,5024738267,4
7493400,7493365,4
7493400,7625739,3
7625717,7493396,6
7625717,1629913397,5
7625718,7625750,3
7625718,8078473,4
7625720,7625740,4
7625720,1578197308,3
7625722,7493365,4
7625722,7625738,3
7625723,7625722,3
7625723,7625737,4
7625725,7625730,3
7625725,7412645901,3
7625725,9611217183,3
7625728,7625732,4
7625728,8322482,4
7625730,7625725,3
7625730,7625733,3
7625730,10675847878,3
7625732,7625728,4
7625732,300979574,5
7625732,10676015880,4
7625733,7625730,3
7625733,5024831256,3
7625733,9984293260,3
7625737,7625723,4
7625737,5024831253,4
7625738,7625722,3
7625738,7625737,4
7625739,7625738,3
7625739,2912471118,3
7625740,7493400,4
7625740,7625720,4
7625740,296206838,5
7625741,7625750,5
7625741,8078473,6
7625741,8078474,5
7625741,1578197302,5
7625750,7625717,5
7625750,7625718,3
7625750,296206834,3
7625752,8078474,3
7625752,296206838,4
7625752,10002122322,3
7625754,1570100169,3
7625754,2912471118,3
7625754,10550748344,3
7625993,2178030040,4
7625993,2523495892,5
7625996,1702596767,5
7625996,2177683661,4
7625998,287505496,3
7625998,2177678717,3
7625998,2730176120,3
7625999,2177678717,4
7625999,2523495879,4
7625999,2523495892,5
7626002,8078475,4
7626002,287505496,3
7626002,2912471784,3
7626007,1390873979,4
7626007,1578141431,3
7626007,10002122322,3
7626008,1578170984,3
7626008,3088863387,3
7626008,10002117508,3
7636536,7636537,3
7636536,296206825,4
7636537,7625717,5
7636537,7636536,3
7636804,7636805,4
7636804,8120883,3
7636805,281544871,4
7640629,2355133877,5
7640629,6496142666,4
7640630,20838576,3
7640630,300633924,4
7640632,6503259,5
7640632,286577810,3
7640634,8324623,6
7640634,300094211,5
7640634,2338083476,6
7640636,706633,5
7640645,8088638,5
7640645,5143533899,4
7640645,5143535803,4
7640653,281064347,3
7640653,5143533899,3
7640653,5143535802,3
7640659,7244221,6
7640659,7640661,5
7640659,10289823,7
7640661,7640659,5
7640661,300934926,4
7640661,5143535802,3
7640667,697783,5
7640667,8574699,4
7640667,257790041,6
7646313,10938906,5
7646313,8658464205,5
7646322,7646325,3
7646322,454559459,3
7646322,1476900142,3
7646323,781544,5
7646323,10161917812,4
7646323,10161917815,3
7646324,8223459,5
7646324,279181476,4
7646324,1829432958,4
7646325,781544,5
7646327,7646332,3
7646327,8223460,3
7646332,7726683,3
7646332,8226657,5
7646338,8470708,3
7646338,4538130315,4
7646338,10810876377,2
7646340,7646341,4
7646340,2875807653,3
7646340,10651193816,4
7646341,7646340,4
7646341,7646343,6
7646341,4538130321,4
7646343,375471,7
7646343,7646341,6
7646343,6513086922,5
7646343,7456811606,5
7663271,1190835859,4
7663278,725307,6
7663278,8087186,6
7663278,5899327022,5
7663278,5899327024,4
7663284,1441312,3
7663284,7665009,4
7663284,4245959284,3
7663285,7663286,4
7663285,7663290,3
7663285,296362687,5
7663286,7663285,4
7663286,7665009,5
7663288,7663289,7
7663288,7665010,7
7663288,5899327020,5
7663289,7665008,7
7663289,9922161473,7
7663290,7663285,3
7663290,7588110172,3
7663291,1307005058,3
7663291,7699890010,2
7663292,7663293,4
7663292,1307005056,3
7663293,298870644,4
7663293,298870650,4
7663298,8087171,3
7663298,73060204,3
7663298,7434184322,3
7663301,7434184312,3
7663301,10039113450,3
7663305,7663307,4
7663305,298870585,4
7663307,7663301,4
7663307,7434184311,5
7663308,1441310,5
7663308,7663305,3
7663308,2317366076,3
7665008,7665010,7
7665008,8087183,6
7665009,7663284,4
7665009,7663286,5
7665009,1614288297,4
7665009,9585572030,4
7665010,7663288,7
7665010,8087182,7
7670443,12725370,3
7670443,314435399,3
7670449,314435400,4
7670449,4482361690,3
7670449,10092518389,3
7670450,10092518389,3
7670450,10092518390,3
7670450,10092526696,3
7670452,7670459,6
7670452,7673059,3
7670452,26188016,3
7670452,9651647844,3
7670457,6488692,3
7670457,270110040,3
7670457,3679259118,4
7670459,7670452,6
7670459,4504190903,4
7670459,9628806513,4
7670459,9841230524,4
7670465,7670467,6
7670465,3783121587,4
7670465,5015464986,4
7670467,7670465,6
7670467,296206873,5
7670467,10092526695,4
7673053,296206873,4
7673053,3678201687,3
7673059,7670452,3
7673059,7673064,3
7673059,3783121587,4
7673064,296206881,5
7673064,9994887804,3
7673068,6488692,5
7673068,6488693,5
7673068,7673069,4
7673068,12725372,5
7673069,7673068,4
7673069,7673076,3
7673069,9841230524,3
7673071,7673092,5
7673071,296206806,4
7673071,1476069040,4
7673071,9598469642,5
7673074,296206806,3
7673074,308728848,4
7673075,4481327742,3
7673075,4514270009,3
7673076,7673069,3
7673076,7673078,3
7673076,10537342753,3
7673078,6488693,4
7673078,7673076,3
7673078,4404424562,3
7673082,7673086,4
7673082,500851059,4
7673082,4481327744,4
7673083,2283747730,3
7673083,10014250824,3
7673084,7673086,3
7673084,7673088,3
7673084,3332950937,3
7673085,4404424569,4
7673085,5025136700,3
7673085,5025136706,3
7673086,7673082,4
7673086,7673084,3
7673086,7673092,4
7673088,7673084,3
7673088,7673091,4
7673088,9798699638,3
7673090,9598469642,3
7673090,10132442684,3
7673090,10537342753,3
7673091,7673088,4
7673091,4481327744,4
7673091,9537477294,4
7673091,10036727094,4
7673092,7673071,5
7673092,7673086,4
7673092,308728848,4
7707227,3332950952,3
7707227,4502542240,3
7707227,9986937278,3
7707230,7712473,4
7707230,9521493245,3
7707230,9550341217,3
7707237,308208612,4
7707237,3288877672,4
7707237,9994887810,4
7707237,10036727094,4
7707239,2142583255,4
7707239,3289076777,4
7707239,5020753576,4
7707240,7302098,8
7707240,7712509,5
7707240,2142583258,5
7707240,3288877691,6
7707241,7707242,4
7707241,7707254,5
7707241,3578263651,4
7707241,3641701398,5
7707242,7707241,4
7707242,9758337780,3
7707242,10126553994,3
7707244,296206889,3
7707244,9798699627,3
7707244,10126553994,3
7707254,7707241,5
7707254,7707255,6
7707254,4502499915,4
7707254,9758327195,4
7707255,7707254,6
7707255,9545675075,3
7707255,9987093686,3
7707256,7712484,4
7707256,4504215769,3
7707256,9545675075,5
7707256,10002145260,3
7712468,7470151,5
7712469,1458712678,3
7712469,9798699627,3
7712471,9714313248,3
7712471,9841230518,4
7712473,7707230,4
7712473,3498951309,3
7712473,9970438932,3
7712475,9550341217,6
7712475,9580877226,5
7712475,9798699651,5
7712475,9869078083,5
7712476,7712480,5
7712476,4502499187,5
7712476,9692193664,4
7712476,9994887810,4
7712478,2283813946,3
7712478,9692193664,3
7712480,7712476,5
7712480,7712489,5
7712481,12727451,4
7712481,296206896,4
7712484,7707256,4
7712484,10601826626,4
7712486,296206774,4
7712487,7712491,4
7712487,7712495,4
7712487,1079727293,4
7712487,4504215769,4
7712488,7712492,3
7712488,7712498,3
7712488,1079727293,3
7712489,7712480,5
7712489,608691186,5
7712489,3332950960,4
7712491,7712487,4
7712491,9987093686,3
7712491,10126560719,3
7712492,7712488,3
7712492,9550341218,3
7712492,10126560719,4
7712494,296206774,4
7712494,1623981820,3
7712494,9537471436,3
7712495,7712487,4
7712495,308211775,3
7712495,1623981820,3
7712496,1079727293,3
7712496,8712582117,3
7712497,7712498,3
7712497,2062358276,3
7712497,8306513908,4
7712498,7712488,3
7712498,7712497,3
7712498,9869078084,3
7712502,7712521,3
7712502,17343195,5
7712502,4502499811,3
7712502,5020753576,3
7712505,7712517,5
7712505,2182156271,3
7712505,4502499811,3
7712508,7712509,5
7712508,5503414534,5
7712508,5503414537,5
7712508,8976545062,5
7712509,7707240,5
7712509,7712508,5
7712509,2182156271,3
7712511,5503414532,4
7712511,5503414536,4
7712511,9517947200,4
7712514,7712515,4
7712514,5503414537,4
7712514,9987093705,4
7712515,7712514,4
7712515,1061677701,3
7712515,5256150325,3
7712516,1579358159,3
7712516,1579358166,3
7712516,9994899419,3
7712517,7712505,5
7712517,7712518,5
7712517,7712521,5
7712517,9987093705,5
7712518,7712517,5
7712518,1579358159,3
7712518,5256150325,3
7712521,7712502,3
7712521,7712517,5
7712521,9994899419,3
7712528,7712532,4
7712528,1579358157,3
7712528,2062358273,3
7712529,7712530,3
7712529,1579358173,3
7712529,1579358190,3
7712530,7712529,3
7712530,296206774,4
7712530,2283820150,4
7712532,7712528,4
7712532,1341490120,3
7726641,18023275,5
7726641,1467935775,5
7726641,8575524951,5
7726641,8575524952,5
7726643,8097241,3
7726643,8321020,3
7726643,738947573,3
7726644,13091944,3
7726644,738947573,3
7726644,4945395247,5
7726647,7726649,6
7726647,8084952,4
7726647,8892841,5
7726649,7726647,6
7726649,8892842,6
7726649,297975763,5
7726649,297975913,5
7726654,288315054,3
7726654,4549191876,3
7726654,9955289015,3
7726656,7726657,4
7726656,8086415,4
7726656,288315054,4
7726656,3920514967,4
7726657,7726656,4
7726657,17551054,3
7726657,95878794,3
7726658,475575263,4
7726658,1572907370,4
7726658,3943394118,4
7726658,8989649367,4
7726661,20908337,3
7726661,20908343,3
7726661,1579437285,3
7726662,297924453,7
7726662,1598991179,7
7726662,7448948454,5
7726662,10121144432,5
7726665,2450971101,5
7726665,3208181899,4
7726668,6333772199,4
7726668,6359420380,4
7726668,8320557955,4
7726668,8792002664,4
7726672,95900121,7
7726672,298957456,6
7726672,2737213869,6
7726672,2931115240,6
7726672,10567931011,6
7726672,11038633542,6
7726675,781573,7
7726675,593753744,6
7726675,2931113183,5
7726675,4950749454,5
7726683,7646332,3
7726683,8226656,4
7726683,10810876376,2
7726683,10810876377,2
7726686,7726688,6
7726686,30569348,5
7726686,3185019788,7
7726688,30568634,6
7726688,30569287,4
7726688,3185019784,5
7729260,369339133,4
7729260,9149485015,3
7729260,9149498217,3
7729261,7729269,4
7729261,1801580958,4
7729261,7719030131,4
7729261,9149484994,4
7729269,7729261,4
7729269,367371656,3
7729269,9149498220,3
7729271,271651964,3
7729271,3579152357,3
7729271,3772028648,3
7729273,367371656,3
7729273,5451426724,3
7729273,8952135311,3
7729276,7729278,3
7729276,274860031,3
7729276,3792177543,3
7729276,3792177553,3
7729278,7729276,3
7729278,271651160,3
7729278,8491538832,3
7729280,7729283,4
7729280,3792177546,3
7729280,3998863468,3
7729281,271652082,5
7729281,288806459,5
7729281,8990288645,4
7729283,7729280,4
7729283,5600098460,4
7729283,7447568043,4
7729283,8493120143,4
7731349,7731351,4
7731349,20919919,3
7731349,454470280,3
7731351,7731349,4
7731351,274860016,3
7731351,454470280,4
7731354,7731356,3
7731354,3792177541,3
7731354,8493120143,3
7731354,8992401130,3
7731356,7731354,3
7731356,20917728,4
7731356,274860016,3
7731356,3792177553,3
7731357,278389454,6
7731357,3615732278,4
7732032,278384344,6
7732032,7238667892,8
7732034,278384553,4
7732034,390084363,5
7735673,8078567,4
7735673,8086013,4
7735673,1374739798,4
7735674,8078566,4
7735674,8085617,4
7737277,7211080,5
7737277,4723966378,4
7741036,7349378,6
7741036,7349381,4
7741037,606807429,3
7741037,6496142664,3
7741038,7741037,3
7741038,530681632,3
7741038,10121813216,4
7741041,5773418193,4
7741041,5773418203,4
7741058,7741059,5
7741058,1625363956,3
7741058,8491602199,3
7741059,7741058,5
7741059,276359703,7
7741059,1331211487,5
7741059,4237583607,6
7741063,7741041,6
7741063,1190852545,6
7741063,8489747552,5
7741065,697817,8
7741065,7244214,4
7741065,7302090,3
7741066,8099297,3
7741066,564838229,3
7766755,7313651,5
7766755,25182350,4
7766755,721492298,4
7766759,1441302,4
7766759,7313649,5
7766759,7766760,5
7766760,7766759,5
7766760,7766762,5
7766760,8086180,6
7766761,7766762,4
7766761,7766781,3
7766761,14781946,5
7766762,7766760,5
7766762,7766761,4
7766762,7766765,5
7766762,10938930,4
7766765,7766762,5
7766765,25182350,5
7766765,4366499587,4
7766773,7766785,5
7766773,31267568,6
7766773,4092911577,6
7766773,6476369086,5
7766780,7766794,3
7766780,7773008,3
7766780,6476369086,3
7766781,8225569,3
7766781,254348945,2
7766783,7766784,3
7766783,7766789,3
7766783,254910151,3
7766784,7766783,3
7766784,7766788,3
7766784,10284516007,3
7766785,7766773,5
7766785,7766786,3
7766785,7766793,5
7766786,7766785,3
7766786,721492292,3
7766786,721492299,3
7766788,7766784,3
7766788,7766797,3
7766788,721492292,3
7766789,7766783,3
7766789,7766793,4
7766789,10982019987,1
7766793,7766785,5
7766793,7766789,4
7766793,7766794,5
7766793,254910155,5
7766794,7766780,3
7766794,7766793,5
7766794,24840259,3
7766797,7313655,4
7766797,7766788,3
7766797,721492299,3
7773008,7766780,3
7773008,24840257,3
7773008,25099540,3
7773013,8304791,6
7773013,12733820,7
7773013,24997021,6
7773013,3468170569,6
7773016,8302233,3
7773016,8302236,7
7773016,1141433636,3
7773017,7773018,3
7773017,24997021,3
7773017,1167180678,3
7773018,7773017,3
7773018,12733819,4
7773018,4693958445,3
7773019,7773021,5
7773019,21763344,4
7773019,1578305527,4
7773019,2539866943,5
7773021,781552,6
7773021,7773019,5
7773021,7773023,4
7773021,24691223,4
7773023,7773021,4
7773023,22985744,3
7773023,1204559290,3
7773024,781552,4
7773024,1204559294,3
7773024,1394653496,4
7773037,7773038,3
7773038,24977496,3
7773038,3284756506,4
7773042,24977500,5
7773042,368852049,5
7773042,1181485694,6
7773042,1614176212,5
7773043,279182306,7
7773043,9183244160,6
7773043,9183244164,6
7773044,25440061,4
7773044,1614176214,4
7773044,7455110421,4
7773045,24996972,3
7773045,1803806392,3
7773045,6504243790,3
7773046,1614187169,3
7773046,3058660239,3
7773046,7455110442,3
7773049,4679112814,3
7773049,4679112816,3
7773049,7455110435,3
7773049,7869946124,3
7773050,269598178,5
7773050,4679112814,5
7773050,9947077251,3
7773053,1614187169,3
7773053,6504243379,3
7773053,6504243380,3
7774701,298497231,9
7774701,6949733641,5
7774705,10233248868,3
7799366,20930084,9
7799366,7952457265,5
7800709,92920490,5
7800709,2583448456,5
7800709,9806506070,4
7800713,92920558,3
7800713,1579639585,3
7800713,3192060545,3
7800713,7917625033,3
7807318,7807326,4
7807318,610608428,3
7807321,20925445,5
7807321,25440120,5
7807321,33035860,4
7807323,8310696,6
7807323,8468149,4
7807323,1204573694,4
7807325,24959171,6
7807325,610608424,5
7807325,1303503115,4
7807326,7807318,4
7807326,7807328,5
7807326,24959171,6
7807326,7303911688,4
7807328,7807325,5
7807328,8463257,5
7807328,24959171,6
7846717,7487077,7
7846717,7846718,7
7846717,298518060,6
7846717,9867029834,5
7846718,7846717,7
7846718,257938113,6
7846718,9865460416,6
7846718,10233248887,5
7846719,298518061,8
7846719,9865460414,6
7846719,10659852206,6
7848555,20946242,4
7848555,152898416,4
7848555,1242099808,4
7848555,3605945623,4
8032464,8032467,5
8032464,8901303,4
8032464,2760235822,3
8032467,8032464,5
8032467,5297638233,4
8032467,9067467684,4
8078318,253150331,3
8078318,606927434,3
8078318,606927472,3
8078320,253179904,4
8078320,253197174,4
8078320,2983465501,4
8078322,698680,7
8078322,6952474335,6
8078322,6952474346,6
8078323,17332931,4
8078323,253179904,4
8078323,3625203382,4
8078448,125409,6
8078448,3790337788,5
8078449,277052767,3
8078449,300094236,3
8078450,95853176,5
8078450,300094243,3
8078450,1585537532,3
8078455,8453814,6
8078456,8078457,5
8078456,8085669,4
8078457,8078459,5
8078458,706648,8
8078458,8085672,3
8078458,305563378,6
8078459,1629707413,4
8078459,7430325764,4
8078464,8084579,6
8078464,3093678706,4
8078464,6838686808,4
8078465,582292488,3
8078469,4357537629,6
8078469,10169925735,5
8078470,2760235870,5
8078470,2760235871,4
8078470,2760235872,4
8078473,7625741,6
8078473,1660358331,5
8078474,7625741,5
8078474,7625752,3
8078474,296206834,3
8078474,2912471784,3
8078475,7626002,4
8078475,2523495879,4
8078475,7020360608,4
8078521,7800709,5
8078521,1579639617,3
8078523,8078524,3
8078523,284148065,3
8078523,3192102827,4
8078524,8078523,3
8078524,8078526,3
8078524,4692520615,3
8078526,8078524,3
8078526,92920571,4
8078526,1579639585,3
8078526,1579639600,4
8078527,2524246679,4
8078527,5807624996,4
8078531,8302234,6
8078531,8302236,9
8078531,12729145,4
8078531,1364396418,8
8078532,12733817,3
8078532,1165951438,3
8078532,4973363468,4
8078534,12733817,3
8078534,298464621,3
8078534,310536923,4
8078535,8078536,5
8078535,21490662,8
8078535,21763343,4
8078535,21763346,6
8078536,7313646,5
8078536,8078535,5
8078536,21880791,4
8078536,2539866943,5
8078566,7735674,4
8078566,8078567,3
8078566,8078575,3
8078567,7735673,4
8078567,8078566,3
8078567,8078572,3
8078567,18164010,3
8078571,8078572,4
8078571,8078573,4
8078571,25246946,5
8078571,1374739785,4
8078572,8078567,3
8078572,8078571,4
8078572,8078575,3
8078572,18164001,3
8078573,8078571,4
8078573,18164001,3
8078573,438089984,3
8078573,4725812211,3
8078575,8078566,3
8078575,8078572,3
8078575,25246946,3
8078576,1482081955,3
8078576,4725812211,3
8078576,9072338897,3
8079923,2701598252,6
8079923,5996601373,5
8079923,5996601374,5
8079923,5996601375,5
8079927,1234226388,5
8079927,1234226415,9
8079927,1620995215,6
8079927,9571049698,5
8079931,279710386,4
8079931,4945354183,5
8081497,4927487166,6
8081497,6991051645,5
8081502,8081503,5
8081502,17546844,3
8081502,10624415896,4
8081503,8081502,5
8081503,73076534,8
8081503,286496981,5
8081522,18011398,5
8081522,455958243,6
8081522,2930959594,5
8081522,2930959600,5
8081524,8081525,3
8081524,3380879555,5
8081524,9703157843,4
8081525,8081524,3
8082256,8082270,4
8082256,1377590133,4
8082256,1475942066,4
8082257,1038008328,4
8082257,3471422238,4
8082257,3471422239,4
8082257,9984293265,4
8082258,1377590132,3
8082258,1659103599,3
8082258,1659103621,3
8082259,8082260,3
8082259,8082279,3
8082259,1659103599,3
8082260,8082259,3
8082260,1659103318,3
8082260,1659103446,3
8082261,1605138498,3
8082261,1659103217,3
8082261,1659103318,3
8082266,402368411,4
8082266,1037983713,3
8082266,1421816885,3
8082267,8082270,3
8082267,8082277,3
8082267,8082279,5
8082268,8082269,3
8082268,8082271,3
8082268,1037983713,3
8082269,6488623,5
8082269,8082268,3
8082269,268575810,3
8082270,8082256,4
8082270,8082267,3
8082270,1377590132,3
8082271,8082268,3
8082271,8082273,3
8082271,8082278,3
8082271,8082280,3
8082273,8082271,3
8082273,330108418,3
8082273,330108424,3
8082274,268575814,3
8082274,4199695889,4
8082274,7375071313,3
8082277,8082267,3
8082277,8082278,3
8082277,1037983713,3
8082278,8082271,3
8082278,8082277,3
8082278,8082279,3
8082278,298466184,3
8082279,8082259,3
8082279,8082267,5
8082279,8082278,3
8082279,1037988034,4
8082280,8082271,3
8082280,268575810,3
8082280,268575814,3
8082281,687878,7
8082281,12728022,4
8082281,298466188,4
8082282,8082299,4
8082282,298466188,3
8082282,9984293268,3
