u,v,traffic_p_count
20922332,278619920,1
20922333,20922332,1
20922333,291748985,1
20922333,2223530627,1
20922366,6488731,1
20922366,4929108044,2
20923495,1152732078,1
20923495,8066478413,2
20923495,9714185073,2
20923503,9714185072,1
20923508,20923511,1
20923508,3747279314,1
20923508,6818427754,1
20923508,7283556839,1
20923511,20923508,1
20923537,9391173908,1
20925445,7807321,2
20925445,3468190230,2
20925448,20925445,2
20927537,698029,1
20927539,266845327,1
20927539,290721519,2
20927539,1078454828,1
20927543,278619920,1
20927544,9955699298,1
20927546,278619920,1
20927553,9955699298,1
20927555,8483834540,2
20927557,3675342073,1
20927562,125427,1
20927574,20927575,1
20927575,20927574,1
20929951,278186525,2
20929951,1673521689,2
20929975,8621577318,1
20929983,4243535480,1
20930074,17345266,2
20930083,4849476078,1
20930083,7952506384,2
20930084,2351227947,1
20930086,793277,2
20930128,4199695630,2
20930530,8086438,1
20930734,792914,2
20930735,20930736,2
20930736,20930735,2
20930736,20930961,2
20930736,8857169914,2
20930737,792911,1
20930737,20937051,1
20930739,20930740,1
20930740,20930739,1
20930744,792914,2
20930779,1040150223,1
20930961,20930736,2
20937051,20930737,1
20942683,20942689,1
20942684,20942686,1
20942686,20942684,1
20942689,20942683,1
20942689,6070392332,1
20942689,9853371443,1
20942978,267026967,1
20943304,20943305,1
20943305,20943304,1
20943810,280020154,2
20943810,5623034823,2
20943810,9156241496,2
20943828,20943829,1
20943829,20943828,1
20943836,1473284,1
20943864,8086165,1
20943866,20943883,2
20943866,30569283,2
20943866,4519617384,1
20943868,6570982883,1
20943883,4519617384,1
20944594,20944595,1
20944595,20944594,1
20944596,20944597,1
20944597,20944596,1
20944606,2206848515,1
20944613,2206848494,1
20944633,2206848494,2
20944640,8543124025,1
20944642,248119044,1
20946242,7848555,1
20946243,6540008,1
20947800,25506073,2
20947800,471359837,2
20947800,1271769954,2
20947800,4690617146,2
20947801,373018075,2
20947801,4462423421,1
20947805,26154490,1
20947805,26154937,1
20947805,10121559740,1
20947805,10121559743,1
20974547,1696144131,1
20974547,1696637465,2
20974547,3562059450,2
20974549,662902,2
20974549,976512194,2
20974549,8655907731,1
20974550,20974549,2
21490663,8330082554,1
21556600,31875682,1
21556600,4199695628,1
21763344,7773019,2
21763344,6387785080,1
21763353,8086173,1
21770177,10016015837,1
21788474,2025460909,1
21788483,424595291,2
21788483,1277415487,2
21788483,1282580772,2
21788483,5683222502,1
21880791,8078536,1
22527535,1527932249,1
22527535,2942006411,1
22527535,2942006414,1
22527535,7983498977,1
22527540,17176982,2
22527546,17710399,2
22527546,104494180,2
22527546,4848380224,2
22527546,6498669103,1
23723712,462244324,1
24267113,5939162157,1
24267116,1585537122,1
24360082,392834649,1
24609833,727419761,1
24609833,2327477958,2
24609833,2327477959,2
24609833,8745786743,2
24670659,10016015837,1
24670702,3629171262,1
24692343,8347055766,1
24692347,781552,2
24839872,268575762,2
24839872,2255813457,1
24840259,8091675,2
24954806,24954813,1
24954806,24954815,2
24954806,1593546821,1
24954813,24954806,1
24954815,24954806,2
24954815,24955031,1
24954815,1277430506,1
24955031,24954815,1
24955031,3284701151,1
24955038,3284701151,2
24956250,951525042,2
24956250,4092911577,1
24956250,8289881062,2
24959171,7807325,2
24959171,7807326,2
24959171,7807328,2
24959171,610608424,2
24972347,8339086681,1
24972440,4501323218,1
24972440,6466936985,1
24973634,8526376060,1
24987042,8324098,2
24987042,24987081,1
24987042,24987082,2
24987047,24987082,1
24987081,24987042,1
24987082,24987042,2
24987082,24987047,1
24987082,300094192,1
24996842,2328511277,1
24996948,793280,1
24996948,9922330562,1
24996948,10595650904,1
24997021,7773013,2
25182358,254348944,1
25248653,4669043041,1
25248726,1905155285,1
25260971,6488605,1
25274001,7235698,2
25284951,3088872700,1
25284954,10648833296,1
25284969,300979607,2
25284969,6949772170,2
25284969,10677635659,1
25306390,815757301,1
25306390,1281822116,1
25306390,2378546714,1
25438900,4200252935,1
25440120,14781964,2
25503124,911114540,2
25506073,20947800,2
25506093,25506098,1
25506098,25506093,1
25506310,18178304,2
25508749,3221718943,2
25508749,3221745477,1
25508750,408431003,1
25508750,428910226,1
25902651,300371868,1
25920355,5315151304,2
25941406,5688563760,2
25951202,285487467,1
25962606,2785772114,1
26081757,257798838,1
26081757,1223225278,1
26081757,3624808694,1
26081757,4945414566,1
26154490,20947805,1
26154494,5109935211,2
26154553,687888,2
26154589,4184373099,2
26154937,20947805,1
26187061,8891108,2
26187061,2700735621,2
26187061,2740483949,1
26212051,8919786,2
26212051,5691818359,1
26212051,6407726382,1
26237004,4927568092,1
26237008,3835639490,1
26489344,17345266,1
26489351,1754665140,2
26489366,125444,2
26490156,86727399,1
26492959,10651846605,1
26561984,1873376745,2
26630847,4393215830,2
26630847,6535947161,1
26653578,265733236,1
26653586,26653578,1
26653594,4519617405,2
26678173,2327433450,2
26678174,3646738310,1
26692435,1944632366,1
26692489,10624439528,2
26948616,26948626,2
26948616,1660570130,2
26948616,2440332704,1
26948616,2700973891,2
26948626,26948616,2
26948626,423158236,1
26948665,6805043316,1
27084611,292891815,1
27084611,3474254496,1
27084611,5059373076,1
27085026,1944632366,1
30403904,271443041,1
30403906,30403909,1
30403906,454417188,1
30403906,10298146964,1
30403906,10298146968,2
30403909,30403906,1
30442117,30442128,1
30442128,30442117,1
30443017,1579713353,1
30443024,299587247,2
30443024,2351252883,1
30443028,30443031,1
30451810,2351267411,2
30568728,1477320616,1
30568756,1571216722,1
30569116,2533691653,2
30569116,6949159528,1
30569283,20943866,2
30891692,278386667,1
30891692,278781825,1
30891692,278782220,1
30891692,3587691508,1
30891694,278386835,2
30891694,282661608,2
30891694,2352201260,2
30891694,2352201270,2
31267569,8289881063,1
31268940,18178304,2
31468282,31468292,2
31468292,10437897,2
31468292,31468282,2
31468292,9219069311,3
31829182,9493822294,1
31829196,9324424523,2
31875648,3629166665,1
31875648,4199695656,2
31875648,4199695678,2
31875682,21556600,1
31875682,4199695623,1
31875682,4199695633,3
31875682,4199695635,1
32359751,278381593,2
32359751,278381884,2
32359751,278383345,2
32359751,278383438,2
32359765,662908,2
32360050,380633502,1
32360050,5132483437,1
69319621,1785106026,2
73060204,1281443548,1
73076534,8081503,2
73076534,4929000956,2
73076534,4929074992,2
73076534,10624439524,2
73082170,4929002367,2
73082170,4929002370,2
73083453,4929000953,1
73083453,5101220003,1
73095632,1195317081,1
73099256,455958243,2
73099256,1242123649,2
73099256,6952255464,2
86725830,86727399,1
86727399,26490156,1
86727399,86725830,1
86727399,86727400,1
86727399,3634600814,1
86727400,86727399,1
86727400,86727401,1
86727401,86727400,1
86727401,86727402,1
86727401,3634600808,1
86727401,3634600812,1
86727402,86727401,1
92871592,5754863555,1
92871613,7025770322,1
92920490,18178298,2
92994311,118732,2
92994311,92994344,1
93028816,6938357681,1
93028820,6938357679,1
93028871,293460967,2
93478894,4945354183,1
94014517,293461138,2
94014519,94014524,2
94014519,5703276458,2
94014519,5703276459,2
94014519,9555199725,2
94014524,94014519,2
94014612,2159729363,2
95866150,1431673010,1
95900121,7726672,2
102941871,6504013,1
104234726,104234737,1
104234726,2785772114,1
104234737,25962606,1
104234737,267023609,1
104234737,849954541,1
104234737,2785772114,2
104313385,1597545363,1
104313385,4353457215,1
104313385,10128091769,1
104313385,10128107573,1
104494180,22527546,2
107552947,107552961,1
107552947,289197795,1
107552947,414239671,1
107552961,107552947,1
115428919,8574699,1
152896918,8085743,1
152898416,7848555,1
247704716,2255813420,1
247737948,9893481629,1
247764352,7952457258,2
247765771,8085003,1
248119044,7302078,2
248119044,20944642,1
248119044,1620315926,1
248119044,9362537979,1
250621623,1574092434,1
250621623,3089139917,1
250621623,6496142630,1
250621650,250621651,1
250621651,250621650,1
251455431,697523,2
251455431,9821947477,1
251455431,9821947478,1
253179802,253179903,1
253179903,253179802,1
253180526,6540008,1
253180799,6540008,1
253197044,17710393,2
253197044,7430443424,1
253197044,9571932762,1
254348944,25182358,1
257790035,3093678691,1
257790041,5305065025,1
257790047,8078455,2
257798838,26081757,1
257798865,8099322,1
257936200,298548430,1
257936229,1051217419,1
257936251,697537,1
257936885,1585545141,1
257936885,7439616970,1
265144975,5900209352,2
265144977,265144975,1
265144979,265144977,1
265144986,17552613,1
265508432,296206881,1
265508432,2332735520,1
265508432,5251299747,1
266415850,10566474915,1
266415850,10570322863,1
266415911,10155079962,1
266416092,1619366718,1
266416344,310478399,2
266416344,1468090628,2
266482296,3425425153,1
266482296,4929002368,1
266531258,1064663100,1
266531261,293461012,2
266531265,293461053,2
266531268,2207188969,2
266531269,2207188985,1
266531272,1468090620,1
266535173,1619366718,1
266535180,1619366718,1
266709641,3562059426,2
266709922,1036003239,1
266709924,315148575,1
266710404,792937,2
266845327,20927539,1
267023609,104234737,1
267024700,4652099948,1
267024700,4929074991,1
267024700,5101220002,1
267024700,5101220003,2
267026967,662928,1
267026967,20942978,1
267026967,583011436,1
267026967,1142637836,2
267026969,1142637836,1
267030203,654739,2
267030260,3994441531,1
267030269,4005885901,1
267670373,270151675,1
268575762,24839872,2
268575762,2255813433,1
268690821,534922762,2
268690821,3035052618,2
268690828,8085676,2
268690828,2899149635,2
268690828,8489747558,1
269258437,18165892,2
269259546,20908367,2
269259546,2207188941,2
269259546,10570322851,2
269259758,18164865,2
269259758,269259546,2
269598165,31875648,1
269598170,3098681288,1
269598171,4199695629,1
269598181,302862876,1
269598182,4199695800,1
269598200,269938609,2
269598200,8330082557,2
269598202,269598200,2
269598202,8330082559,2
269598210,8330082561,1
269598219,2420865035,2
269598219,4207987635,2
269598222,8347055768,1
269938609,12731475,2
269938609,8330082555,2
270109828,2283813944,1
270109829,3695337451,1
270109829,3695337479,1
270109829,4484056197,1
270151671,270151675,1
270151675,21556600,1
270151675,270151671,1
271443041,30403904,1
271443041,1399431275,1
271443041,3320294406,1
271444138,271444208,2
271444208,271444138,2
271444208,454431287,1
271444208,2377016054,2
271444208,3188799464,1
271645955,8084989,2
271646980,7952259199,2
271648469,7952259314,2
271649137,3180509263,1
271652082,7729281,2
271652093,7952191339,1
271652093,7952191364,1
271653072,278331770,2
271653072,278331771,2
271653072,4294520876,2
271653178,1801571390,1
271653178,4294520845,1
271653178,4294520847,1
271653178,4294520853,1
271805196,8085014,2
271805214,1570037858,1
272861589,6498642120,1
272862647,6499281750,1
272862780,272862785,1
272862780,6499281750,1
272862780,6499281752,1
272862785,272862780,1
272862796,6499281755,1
272862854,8655907736,1
272862918,2231748639,1
272862974,2231748626,1
272863907,1232305096,1
272863907,1803909381,1
272863907,1803909387,1
272863907,1803909392,1
273344885,3394239337,1
273346442,1416152366,1
273990812,475584631,1
274394353,8919786,1
274394389,118787,1
274873250,1802532202,1
274873250,4485796700,1
274873250,5515529386,1
274873250,8826030110,1
274874462,7170216,1
274969350,3008379037,1
275620072,576717,2
275622462,2207188972,2
276358720,276359703,2
276358720,5773418204,2
276358720,8489747549,1
276359703,7741059,2
276359703,276358720,2
276359703,5773418201,2
276585488,2350501801,1
277056689,277057471,2
277056689,593753744,2
277056689,2737213885,2
277056689,3262975604,3
277057471,277056689,2
277057471,6949628463,1
278142120,20943866,2
278186525,20929951,2
278331770,271653072,2
278331770,278332431,2
278331770,5914753306,2
278331771,271653072,2
278332431,278331770,2
278380881,324749934,1
278380881,6099670714,1
278381593,32359751,2
278381884,32359751,2
278382426,8085013,2
278382426,8085014,2
278382979,2304319791,1
278383345,32359751,2
278383438,32359751,2
278386835,30891694,2
278387816,1802721907,1
278389361,2207056123,1
278389453,3615732273,1
278389454,2253529683,1
278389463,2253529703,1
278527538,278527824,1
278527824,278527538,1
278528214,1142416717,1
278528472,2207056122,1
278619920,20922332,1
278619920,20927543,1
278619920,20927546,1
278780970,1170269328,1
278781524,307665618,1
278781825,30891692,1
278782220,30891692,1
279329052,9626507147,1
279376543,7952259319,2
279377696,2533691653,1
279377697,8084970,3
279703691,7570731027,2
279703691,7570731044,2
279851482,2350495092,1
279969058,1052455228,2
279969058,6233166769,1
279969058,6651812228,2
279969674,118759,1
279969674,1055200733,2
279969674,6651812223,2
279969707,6651812223,1
279992577,1614362053,1
279992577,2206984410,1
279992577,4679093894,1
279992577,10824999128,1
279995671,9353042582,1
279998222,598197056,1
280009125,1270978984,1
280020154,20943810,2
280439199,1619530753,1
281075574,9714185072,2
281075574,10931296584,1
281180883,6504028,2
281682467,17710393,1
281684193,8084930,2
281771901,1170269328,1
282661208,1657478000,1
282661608,30891694,2
282678754,576725,1
282678754,576726,1
282844351,17546849,1
282907776,2545772793,1
282908051,2611016719,1
283103533,10624415893,1
283110322,283110547,1
283110322,2708792073,2
283110322,10155079961,2
283204363,662914,2
283279522,2341000156,1
283564239,6545701365,1
283603631,697540,2
283603631,4924695577,2
284147002,1622443346,1
284148066,793295,1
284148067,793294,2
285487467,25260934,1
285487467,7570727615,2
285487467,7570731163,2
286403771,303855350,1
286403771,303856318,1
286403771,1232305084,1
286496846,1064956114,1
286496899,4929074992,1
286511810,3700066888,1
286511810,3700066893,1
286514064,9927872130,1
286531648,2153564121,1
286581156,4186875766,1
286581198,286581199,1
286581199,286581198,1
286581199,9933516968,1
286581199,10233262312,1
286715939,286715940,1
286715939,296199160,2
286715939,8361075799,2
286715939,9789336886,2
286715940,286715939,1
287346374,3635229228,1
287346374,3635260612,1
287346618,1181499859,1
287346618,2155782417,1
287346618,2516878400,1
287346618,9837951694,1
287509237,458731126,1
287509237,8347055769,2
287635295,4200252913,1
287909959,2021874032,1
287910042,2038058752,1
287910044,17852690,2
288315054,7726656,2
288387751,7262119,2
288387930,7262119,2
288722475,4945253575,1
288722475,4945253617,1
288722475,7795267701,1
288722476,1193140928,1
288722476,4945253609,1
288722476,7795267696,1
288722476,7795267718,1
288722484,1363756903,1
288722484,1803896827,1
288722484,1803896832,1
288722484,10852508896,1
288722485,1803896832,1
288722485,1803896836,1
288722485,10852502857,1
288723022,1193140879,1
288723022,1193140927,1
288723022,1193140966,1
288723022,8760628378,1
288806459,7729281,2
288845467,10938890,1
288845467,18011399,1
289197795,107552947,1
289753572,10169999418,1
290438736,3713903541,1
290721519,20927539,2
291425218,291425220,1
291425220,291425218,1
291744070,6048884458,2
291748985,20922333,1
292485555,1783390939,1
292486448,10155079965,1
292825428,1088031305,2
292825428,1234226409,2
292825428,5114682723,2
292891815,27084611,1
293234107,8233791,2
293430235,4199695638,2
293430276,8330082558,1
293448582,1051720417,2
293448582,6352788952,1
293460967,293461012,2
293460967,1064928826,1
293461012,266531262,1
293461012,293460967,2
293461053,266531266,1
293461053,293461138,2
293461138,576915,1
293461138,293461053,2
293476235,1037630513,1
293476235,2255813353,1
293476235,2255813423,1
293588524,2327477958,1
293845836,6805043316,1
294211789,12728023,1
294211789,294217386,2
294217386,12728022,2
294217386,12731094,2
294217386,269938600,2
294217395,298464615,2
294222458,3675560898,1
294222469,6937813497,1
294222492,3628996479,1
294222492,4184373095,1
295320519,1574174852,1
296199140,8089209,2
296199140,8089219,2
296199140,7777550045,2
296199140,10081714475,2
296199152,7487097,1
296199152,8089228,1
296199160,286715939,2
296199160,8361075800,2
296199160,9747703074,2
296199178,5296477196,1
296199196,336229563,1
296199204,7493352,2
296199221,2283820146,1
296204400,2255813430,1
296204400,2255813460,1
296204400,2255813462,1
296206725,17343213,1
296206725,4745313121,2
296206725,6937813501,2
296206763,2283820148,1
296206772,2283820147,1
296206797,7712478,1
296206797,7712480,2
296206797,17343195,2
296206801,17343193,2
296206801,2283813949,2
296206801,3744812737,2
296206813,747675743,2
296206813,2283747693,2
296206813,10009616079,2
296206851,10677635660,1
296206881,7673064,2
296206881,265508432,1
296206881,5251299745,2
296361272,2206919808,2
296361272,7570731029,2
296361272,7570731041,1
296362687,725336,1
297822246,662912,2
297822246,1217365722,2
297822246,4572131803,2
297822246,4945875322,2
297902600,8225576,1
297925486,5045461917,2
297970835,4865725740,2
297971011,2680743581,2
297975763,7726649,2
297975913,7726649,2
298446887,10616777925,2
298446887,10675960405,3
298446887,10677635660,1
298446935,2647428577,1
298446935,3308477823,2
298448065,1871902711,1
298464610,4720940851,2
298464610,7432898417,2
298464610,7432898418,2
298464610,7432898423,1
298464610,7432898427,1
298464615,687883,2
298464615,294217395,2
298464615,1669468928,2
298464615,1729667574,2
298464622,24692343,2
298464622,1579353726,2
298464622,1579353729,2
298464622,6387791148,2
298464623,269598219,2
298464623,8347055767,2
298464916,8347055769,2
298466188,8082281,2
298466188,8082282,2
298466188,6477350846,2
298466193,8330082556,1
298466197,3658261012,1
298466197,4199695804,2
298466197,6299238430,1
298466199,800732745,1
298466819,393190127,2
298466819,9911486750,2
298466819,9913869781,2
298466829,3017466561,1
298466829,9913869805,1
298476852,9911486750,2
298476893,2226046446,1
298476905,2226046446,1
298476910,298466819,2
298476910,577269010,1
298476910,9911486751,2
298482022,705243,1
298482022,781568,2
298482022,781569,1
298482022,781571,2
298497224,2353526772,1
298497224,6949733647,1
298497226,3640471069,2
298497226,6949733645,1
298497226,10568915462,1
298497229,6949733642,1
298497231,298497234,2
298497231,3098681242,2
298497231,4200305103,2
298497231,10544085352,1
298497233,6542975,2
298497233,6949733644,2
298497234,298497233,2
298497234,10544085352,1
298518050,2226046451,1
298518054,706848,2
298518054,2226046454,2
298518054,10543195477,1
298518056,7846719,2
298518056,2226046410,2
298518060,2226046422,1
298518061,298518063,2
298518061,2226046432,2
298518063,298518056,2
298518063,2226046427,2
298527246,781544,2
298527246,1620374718,2
298527255,1441301,2
298527255,298528055,2
298528055,298527246,2
298528055,298527255,1
298530864,1637594562,1
298530867,7235713,2
